year,imdb,title,test,clean_test,binary,code,decade code,average_sentiment
2011,tt0472399,The Mechanic,nowomen,nowomen,FAIL,2011FAIL,1.0,0.411128
2011,tt1204342,The Muppets,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.8896760000000000
2011,tt1161864,The Rite,dubious-disagree,dubious,FAIL,2011FAIL,1.0,0.608552
2011,tt1265990,The Roommate,ok,ok,PASS,2011PASS,1.0,0.122404
2011,tt0472181,The Smurfs,ok,ok,PASS,2011PASS,1.0,0.3700375
2011,tt1509767,The Three Musketeers,men,men,FAIL,2011FAIL,1.0,0.5559880000000000
2011,tt0478304,The Tree of Life,nowomen-disagree,nowomen,FAIL,2011FAIL,1.0,0.63574
2011,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,ok,ok,PASS,2011PASS,1.0,-0.023636000000000000
2011,tt0800369,Thor,ok-disagree,ok,PASS,2011PASS,1.0,0.814208
2011,tt1340800,Tinker Tailor Soldier Spy,notalk,notalk,FAIL,2011FAIL,1.0,0.727212
2011,tt0471042,Tower Heist,notalk,notalk,FAIL,2011FAIL,1.0,0.6747640000000000
2011,tt1399103,Transformers: Dark of the Moon,ok-disagree,ok,PASS,2011PASS,1.0,0.643228
2011,tt1568911,War Horse,notalk-disagree,notalk,FAIL,2011FAIL,1.0,0.30835200000000000
2011,tt1291584,Warrior,notalk,notalk,FAIL,2011FAIL,1.0,0.4404040000000000
2011,tt1389137,We Bought a Zoo,men-disagree,men,FAIL,2011FAIL,1.0,0.878628
2011,tt1714210,Weekend,notalk,notalk,FAIL,2011FAIL,1.0,0.9329760000000000
2011,tt0770703,What&#39;s Your Number,ok,ok,PASS,2011PASS,1.0,0.7161760000000000
2011,tt1449283,Winnie the Pooh,nowomen,nowomen,FAIL,2011FAIL,1.0,0.9393920000000000
2011,tt1270798,X-Men: First Class,ok-disagree,ok,PASS,2011PASS,1.0,0.5526040000000000
2011,tt1625346,Young Adult,ok,ok,PASS,2011PASS,1.0,0.404336
2011,tt1742336,Your Sister&#39;s Sister,ok,ok,PASS,2011PASS,1.0,0.7025920000000000
2010,tt1542344,127 Hours,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.725852
2010,tt1014759,Alice in Wonderland,ok,ok,PASS,2010PASS,1.0,0.669212
2010,tt1313092,Animal Kingdom,notalk,notalk,FAIL,2010FAIL,1.0,0.27919600000000000
2010,tt1431181,Another Year,ok,ok,PASS,2010PASS,1.0,0.30522000000000000
2010,tt1423894,Barney&#39;s Version,ok,ok,PASS,2010PASS,1.0,0.8194640000000000
2010,tt1532503,Beginners,notalk,notalk,FAIL,2010FAIL,1.0,0.7934360000000000
2010,tt1164999,Biutiful,notalk,notalk,FAIL,2010FAIL,1.0,0.114008
2010,tt0947798,Black Swan,ok-disagree,ok,PASS,2010PASS,1.0,0.8788360000000000
2010,tt1120985,Blue Valentine,men-disagree,men,FAIL,2010FAIL,1.0,0.559292
2010,tt1126591,Burlesque,ok,ok,PASS,2010PASS,1.0,0.9468080000000000
2010,tt1194417,Casino Jack,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.289616
2010,tt1020558,Centurion,notalk,notalk,FAIL,2010FAIL,1.0,0.361228
2010,tt1438254,Charlie St. Cloud,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.646516
2010,tt0800320,Clash of the Titans,dubious,dubious,FAIL,2010FAIL,1.0,0.5482040000000000
2010,tt1244754,Conviction,ok,ok,PASS,2010PASS,1.0,0.42748400000000000
2010,tt1385867,Cop Out,notalk,notalk,FAIL,2010FAIL,1.0,0.468304
2010,tt1555064,Country Strong,ok,ok,PASS,2010PASS,1.0,0.6743160000000000
2010,tt1336617,Cyrus,notalk,notalk,FAIL,2010FAIL,1.0,0.518288
2010,tt1279935,Date Night,ok,ok,PASS,2010PASS,1.0,0.82306
2010,tt0989757,Dear John,nowomen,nowomen,FAIL,2010FAIL,1.0,0.507288
2010,tt1323594,Despicable Me,ok-disagree,ok,PASS,2010PASS,1.0,0.8033440000000000
2010,tt1314655,Devil,ok-disagree,ok,PASS,2010PASS,1.0,0.220088
2010,tt1196141,Diary of a Wimpy Kid,ok,ok,PASS,2010PASS,1.0,0.6243
2010,tt0427152,Dinner for Schmucks,notalk,notalk,FAIL,2010FAIL,1.0,0.7074680000000000
2010,tt1270761,Don&#39;t Be Afraid of the Dark,ok,ok,PASS,2010PASS,1.0,0.071244
2010,tt1231583,Due Date,notalk,notalk,FAIL,2010FAIL,1.0,0.7678920000000000
2010,tt1013860,Dylan Dog: Dead of Night,nowomen,nowomen,FAIL,2010FAIL,1.0,0.3589320000000000
2010,tt1282140,Easy A,ok-disagree,ok,PASS,2010PASS,1.0,0.8734440000000000
2010,tt0879870,"Eat, Pray, Love",ok-disagree,ok,PASS,2010PASS,1.0,0.714752
2010,tt1226273,Edge of Darkness,notalk,notalk,FAIL,2010FAIL,1.0,0.544268
2010,tt1531663,Everything Must Go,notalk,notalk,FAIL,2010FAIL,1.0,0.739132
2010,tt0977855,Fair Game,ok,ok,PASS,2010PASS,1.0,0.439076
2010,tt1433108,Faster,nowomen,nowomen,FAIL,2010FAIL,1.0,0.3287800000000000
2010,tt1405500,For Colored Girls,ok,ok,PASS,2010PASS,1.0,0.6297400000000000
2010,tt1323045,Frozen,notalk,notalk,FAIL,2010FAIL,1.0,-0.10550800000000000
2010,tt1226229,Get Him To The Greek,notalk,notalk,FAIL,2010FAIL,1.0,0.75324
2010,tt1322312,Going the Distance,ok,ok,PASS,2010PASS,1.0,0.9094880000000000
2010,tt0947810,Green Zone,nowomen-disagree,nowomen,FAIL,2010FAIL,1.0,-0.025656000000000000
2010,tt1375670,Grown Ups,ok-disagree,ok,PASS,2010PASS,1.0,0.7370680000000000
2010,tt1376195,Gunless,men,men,FAIL,2010FAIL,1.0,0.5773120000000000
2010,tt0926084,Harry Potter and the Deathly Hallows: Part 1,ok-disagree,ok,PASS,2010PASS,1.0,0.832484
2010,tt1231587,Hot Tub Time Machine,notalk,notalk,FAIL,2010FAIL,1.0,0.549204
2010,tt0892769,How to Train Your Dragon,ok,ok,PASS,2010PASS,1.0,0.9026880000000000
2010,tt1226236,I Am Love,ok,ok,PASS,2010PASS,1.0,0.86236
2010,tt1375666,Inception,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.83916
2010,tt1591095,Insidious,ok-disagree,ok,PASS,2010PASS,1.0,0.09571200000000000
2010,tt1228705,Iron Man 2,ok,ok,PASS,2010PASS,1.0,0.689244
2010,tt0804497,It&#39;s Kind of a Funny Story,notalk,notalk,FAIL,2010FAIL,1.0,0.710096
2010,tt1250777,Kick-Ass,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.48955200000000000
2010,tt1013743,Knight and Day,men-disagree,men,FAIL,2010FAIL,1.0,0.8313800000000000
2010,tt1038686,Legion,ok,ok,PASS,2010PASS,1.0,0.269048
2010,tt1228987,Let Me In,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.69268
2010,tt0892318,Letters to Juliet,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.8787520000000000
2010,tt0758752,Love and Other Drugs,men-disagree,men,FAIL,2010FAIL,1.0,0.830676
2010,tt0985694,Machete,ok,ok,PASS,2010PASS,1.0,0.3563
2010,tt1371155,Made In Dagenham,ok,ok,PASS,2010PASS,1.0,0.8173120000000000
2010,tt1518812,Meek&#39;s Cutoff,men,men,FAIL,2010FAIL,1.0,0.33610400000000000
2010,tt1001526,Megamind,nowomen-disagree,nowomen,FAIL,2010FAIL,1.0,0.4482
2010,tt1470827,Monsters,nowomen-disagree,nowomen,FAIL,2010FAIL,1.0,0.37312000000000000
2010,tt1126618,Morning Glory,ok,ok,PASS,2010PASS,1.0,0.7769840000000000
2010,tt1415283,Nanny McPhee and the Big Bang,ok,ok,PASS,2010PASS,1.0,0.40529600000000000
2010,tt1334260,Never Let Me Go,ok,ok,PASS,2010PASS,1.0,0.7898400000000000
2010,tt1536044,Paranormal Activity 2,ok,ok,PASS,2010PASS,1.0,0.4072320000000000
2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.410304
2010,tt0878835,Please Give,ok,ok,PASS,2010PASS,1.0,0.6725440000000000
2010,tt1424381,Predators,nowomen,nowomen,FAIL,2010FAIL,1.0,0.527724
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,nowomen,FAIL,2010FAIL,1.0,0.8074000000000000
2010,tt0935075,Rabbit Hole,ok,ok,PASS,2010PASS,1.0,0.11970000000000000
2010,tt0493949,Ramona and Beezus,ok,ok,PASS,2010PASS,1.0,0.93556
2010,tt1245526,Red,men-disagree,men,FAIL,2010FAIL,1.0,0.7662200000000000
2010,tt1403981,Remember Me,ok,ok,PASS,2010PASS,1.0,0.5769000000000000
2010,tt1053424,Repo Men,ok,ok,PASS,2010PASS,1.0,0.09944000000000000
2010,tt0955308,Robin Hood,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.7019280000000000
2010,tt0944835,Salt,ok-disagree,ok,PASS,2010PASS,1.0,0.55864
2010,tt0446029,Scott Pilgrim vs. the World,ok,ok,PASS,2010PASS,1.0,0.7302166666666670
2010,tt1028576,Secretariat,ok,ok,PASS,2010PASS,1.0,0.9722120000000000
2010,tt1261945,Sex and the city 2,ok,ok,PASS,2010PASS,1.0,0.183092
2010,tt0892791,Shrek Forever After,notalk,notalk,FAIL,2010FAIL,1.0,0.9198000000000000
2010,tt1130884,Shutter Island,notalk,notalk,FAIL,2010FAIL,1.0,0.31092400000000000
2010,tt1564585,Skyline,dubious,dubious,FAIL,2010FAIL,1.0,0.05200800000000000
2010,tt1421051,Somewhere,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.55334
2010,tt1440292,Submarine,notalk,notalk,FAIL,2010FAIL,1.0,0.7421800000000000
2010,tt1512235,Super,notalk,notalk,FAIL,2010FAIL,1.0,0.4138640000000000
2010,tt1135084,Takers,notalk,notalk,FAIL,2010FAIL,1.0,0.43981200000000000
2010,tt0398286,Tangled,ok,ok,PASS,2010PASS,1.0,0.9111360000000000
2010,tt0429493,The A-Team,nowomen-disagree,nowomen,FAIL,2010FAIL,1.0,0.813788
2010,tt1212436,The Back-up Plan,ok,ok,PASS,2010PASS,1.0,0.5359960000000000
2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,ok-disagree,ok,PASS,2010PASS,1.0,0.5691480000000000
2010,tt0968264,The Conspirator,dubious,dubious,FAIL,2010FAIL,1.0,0.33837200000000000
2010,tt0455407,The Crazies,ok,ok,PASS,2010PASS,1.0,-0.15879200000000000
2010,tt1226753,The Debt,ok,ok,PASS,2010PASS,1.0,0.378628
2010,tt1320253,The Expendables,notalk,notalk,FAIL,2010FAIL,1.0,0.27467200000000000
2010,tt0964517,The Fighter,men,men,FAIL,2010FAIL,1.0,0.9023000000000000
2010,tt1139328,The Ghost Writer,men,men,FAIL,2010FAIL,1.0,0.562296
2010,tt0775489,The Illusionist,nowomen,nowomen,FAIL,2010FAIL,1.0,0.643224
2010,tt1155076,The Karate Kid,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.44807600000000000
2010,tt0842926,The Kids Are All Right,ok,ok,PASS,2010PASS,1.0,0.8068600000000000
2010,tt0954947,The Killer Inside Me,notalk,notalk,FAIL,2010FAIL,1.0,-0.366244
2010,tt1504320,The King&#39;s Speech,ok-disagree,ok,PASS,2010PASS,1.0,0.6588720000000000
2010,tt0938283,The Last Airbender,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.080904
2010,tt1320244,The Last Exorcism,ok,ok,PASS,2010PASS,1.0,0.12654400000000000
2010,tt0480255,The Losers,notalk,notalk,FAIL,2010FAIL,1.0,0.42641600000000000
2010,tt1458175,The Next Three Days,ok,ok,PASS,2010PASS,1.0,0.532872
2010,tt1386588,The Other Guys,nowomen-disagree,nowomen,FAIL,2010FAIL,1.0,0.814852
2010,tt1017451,The Runaways,ok,ok,PASS,2010PASS,1.0,0.8452160000000000
2010,tt1285016,The Social Network,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.7930160000000000
2010,tt0963966,The Sorcerer&#39;s Apprentice,notalk,notalk,FAIL,2010FAIL,1.0,0.7393000000000000
2010,tt1273678,The Spy Next Door,ok,ok,PASS,2010PASS,1.0,0.53772
2010,tt0889573,The Switch,men,men,FAIL,2010FAIL,1.0,0.8234760000000000
2010,tt1274300,The Tempest,ok,ok,PASS,2010PASS,1.0,0.5230120000000000
2010,tt1243957,The Tourist,nowomen,nowomen,FAIL,2010FAIL,1.0,0.82088
2010,tt0840361,The Town,notalk,notalk,FAIL,2010FAIL,1.0,0.7647760000000000
2010,tt1325004,The Twilight Saga: Eclipse,ok-disagree,ok,PASS,2010PASS,1.0,0.37149600000000000
2010,tt0780653,The Wolfman,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.39228800000000000
2010,tt1570989,Tiny Furniture,ok,ok,PASS,2010PASS,1.0,0.584804
2010,tt0435761,Toy Story 3,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.780536
2010,tt1104001,Tron Legacy,notalk-disagree,notalk,FAIL,2010FAIL,1.0,0.8038440000000000
2010,tt1403865,True Grit,ok-disagree,ok,PASS,2010PASS,1.0,0.6718160000000000
2010,tt1465522,Tucker and Dale vs Evil,ok,ok,PASS,2010PASS,1.0,0.32834800000000000
2010,tt0477080,Unstoppable,dubious,dubious,FAIL,2010FAIL,1.0,0.641968
2010,tt0817230,Valentine&#39;s Day,ok,ok,PASS,2010PASS,1.0,0.7121320000000000
2010,tt1027718,Wall Street: Money Never Sleeps,dubious-disagree,dubious,FAIL,2010FAIL,1.0,0.33925200000000000
2010,tt1183923,Welcome to the Rileys,ok,ok,PASS,2010PASS,1.0,0.715392
2010,tt1235189,Wild Target,notalk,notalk,FAIL,2010FAIL,1.0,0.7100280000000000
2010,tt1399683,Winter&#39;s Bone,ok-disagree,ok,PASS,2010PASS,1.0,0.5377480000000000
2010,tt1216520,Womb,ok,ok,PASS,2010PASS,1.0,0.7306920000000000
2010,tt1302067,Yogi Bear,nowomen,nowomen,FAIL,2010FAIL,1.0,0.671376
2010,tt1414382,You Again,ok,ok,PASS,2010PASS,1.0,0.5706680000000000
2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,ok,PASS,2010PASS,1.0,0.7340720000000000
2009,tt1022603,(500) Days of Summer,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.6537000000000000
2009,tt0974661,17 Again,ok-disagree,ok,PASS,2009PASS,2.0,0.813968
2009,tt1190080,2012,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.3115600000000000
2009,tt0472033,9,nowomen,nowomen,FAIL,2009FAIL,2.0,0.58444
2009,tt0971209,A Perfect Getaway,dubious-disagree,dubious,FAIL,2009FAIL,2.0,0.55234
2009,tt1019452,A Serious Man,men,men,FAIL,2009FAIL,2.0,0.5352520000000000
2009,tt1315981,A Single Man,notalk,notalk,FAIL,2009FAIL,2.0,0.576188
2009,tt1185836,Adam,men,men,FAIL,2009FAIL,2.0,0.7981720000000000
2009,tt1091722,Adventureland,men-disagree,men,FAIL,2009FAIL,2.0,0.7721800000000000
2009,tt1186830,Agora,notalk,notalk,FAIL,2009FAIL,2.0,0.621912
2009,tt1077262,Ajami,men-disagree,men,FAIL,2009FAIL,2.0,0.12615200000000000
2009,tt0881891,All About Steve,ok,ok,PASS,2009PASS,2.0,0.8108840000000000
2009,tt1174732,An Education,ok,ok,PASS,2009PASS,2.0,0.5934000000000000
2009,tt0808151,Angels &amp; Demons,nowomen,nowomen,FAIL,2009FAIL,2.0,0.512332
2009,tt0913354,Armored,nowomen,nowomen,FAIL,2009FAIL,2.0,0.25328
2009,tt0375568,Astro Boy,dubious,dubious,FAIL,2009FAIL,2.0,0.6381160000000000
2009,tt0499549,Avatar,men-disagree,men,FAIL,2009FAIL,2.0,0.6648840000000000
2009,tt1176740,Away We Go,ok,ok,PASS,2009PASS,2.0,0.7754720000000000
2009,tt0889583,Br&uuml;no,nowomen-disagree,nowomen,FAIL,2009FAIL,2.0,0.46085200000000000
2009,tt0901476,Bride Wars,ok,ok,PASS,2009PASS,2.0,0.5143840000000000
2009,tt0810784,Bright Star,ok,ok,PASS,2009PASS,2.0,0.8249160000000000
2009,tt1210042,Brooklyn&#39;s Finest,notalk,notalk,FAIL,2009FAIL,2.0,0.11806
2009,tt0765010,Brothers,ok,ok,PASS,2009PASS,2.0,0.47578
2009,tt1232207,Capitalism: A Love Story,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.022244000000000000
2009,tt0795351,Case 39,ok,ok,PASS,2009PASS,2.0,0.13355200000000000
2009,tt1352824,Chloe,men-disagree,men,FAIL,2009FAIL,2.0,0.560388
2009,tt0844471,Cloudy with a Chance of Meatballs,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.91734
2009,tt1035736,Coco avant Chanel,ok,ok,PASS,2009PASS,2.0,0.8257480000000000
2009,tt0327597,Coraline,ok,ok,PASS,2009PASS,2.0,0.8007560000000000
2009,tt0433362,Daybreakers,notalk,notalk,FAIL,2009FAIL,2.0,0.705016
2009,tt1278340,Dead Snow,men-disagree,men,FAIL,2009FAIL,2.0,-0.170112
2009,tt1136608,District 9,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.5144480000000000
2009,tt1127180,Drag Me to Hell,ok,ok,PASS,2009PASS,2.0,-0.26479200000000000
2009,tt1191111,Enter the Void,notalk,notalk,FAIL,2009FAIL,2.0,0.34979200000000000
2009,tt0780511,Everybody&#39;s Fine,men,men,FAIL,2009FAIL,2.0,0.756456
2009,tt0432283,Fantastic Mr. Fox,notalk,notalk,FAIL,2009FAIL,2.0,0.9555840000000000
2009,tt1013752,Fast &amp; Furious,notalk,notalk,FAIL,2009FAIL,2.0,0.418496
2009,tt1083456,Fired Up!,notalk,notalk,FAIL,2009FAIL,2.0,0.8840960000000000
2009,tt1232776,Fish Tank,ok,ok,PASS,2009PASS,2.0,0.19007200000000000
2009,tt0758746,Friday the 13th,men,men,FAIL,2009FAIL,2.0,-0.28063200000000000
2009,tt1201167,Funny People,notalk,notalk,FAIL,2009FAIL,2.0,0.609876
2009,tt0436339,G-Force,notalk,notalk,FAIL,2009FAIL,2.0,0.6032800000000000
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.44633600000000000
2009,tt1034032,Gamer,notalk,notalk,FAIL,2009FAIL,2.0,0.490176
2009,tt1194263,Get Low,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.806128
2009,tt1289406,Harry Brown,notalk,notalk,FAIL,2009FAIL,2.0,0.020752000000000000
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok-disagree,ok,PASS,2009PASS,2.0,0.53764
2009,tt1001508,He&#39;s Just Not That Into You,ok,ok,PASS,2009PASS,2.0,0.6837000000000000
2009,tt1024744,I Come with the Rain,nowomen,nowomen,FAIL,2009FAIL,2.0,0.023969565217391300
2009,tt1045772,I Love You Phillip Morris,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.9033200000000000
2009,tt1155056,"I Love You, Man",men-disagree,men,FAIL,2009FAIL,2.0,0.8543600000000000
2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,notalk,FAIL,2009FAIL,2.0,0.933288
2009,tt0361748,Inglourious Basterds,dubious-disagree,dubious,FAIL,2009FAIL,2.0,0.632376
2009,tt1057500,Invictus,notalk,notalk,FAIL,2009FAIL,2.0,0.8419680000000000
2009,tt1230414,It&#39;s Complicated,ok,ok,PASS,2009PASS,2.0,0.9299200000000000
2009,tt1131734,Jennifer&#39;s Body,ok,ok,PASS,2009PASS,2.0,0.53016
2009,tt1135503,Julie &amp; Julia,ok,ok,PASS,2009PASS,2.0,0.93432
2009,tt0448011,Knowing,notalk,notalk,FAIL,2009FAIL,2.0,0.29469200000000000
2009,tt1197624,Law Abiding Citizen,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.26528400000000000
2009,tt0808526,Life During Wartime,ok,ok,PASS,2009PASS,2.0,0.514472
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,dubious,FAIL,2009FAIL,2.0,0.6928720000000000
2009,tt0892782,Monsters vs Aliens,dubious-disagree,dubious,FAIL,2009FAIL,2.0,0.946764
2009,tt1182345,Moon,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.531344
2009,tt1121977,Mother and Child,ok,ok,PASS,2009PASS,2.0,0.7955880000000000
2009,tt1179891,My Bloody Valentine 3D,men,men,FAIL,2009FAIL,2.0,-0.20768000000000000
2009,tt1078588,My Sister&#39;s Keeper,ok,ok,PASS,2009PASS,2.0,0.5501000000000000
2009,tt0875034,Nine,men-disagree,men,FAIL,2009FAIL,2.0,0.815496
2009,tt1186367,Ninja Assassin,notalk-disagree,notalk,FAIL,2009FAIL,2.0,-0.060852000000000000
2009,tt1266029,Nowhere Boy,dubious,dubious,FAIL,2009FAIL,2.0,0.8929640000000000
2009,tt1235796,Ondine,ok,ok,PASS,2009PASS,2.0,0.7549000000000000
2009,tt1532957,Paa,men,men,FAIL,2009FAIL,2.0,0.7440440000000000
2009,tt1188729,Pandorum,notalk,notalk,FAIL,2009FAIL,2.0,0.317172
2009,tt1003034,Perrier&#39;s Bounty,nowomen,nowomen,FAIL,2009FAIL,2.0,0.36247500000000000
2009,tt0762125,Planet 51,notalk,notalk,FAIL,2009FAIL,2.0,0.8701080000000000
2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,ok,PASS,2009PASS,2.0,0.626632
2009,tt1152836,Public Enemies,notalk,notalk,FAIL,2009FAIL,2.0,0.6570560000000000
2009,tt0465580,Push,ok,ok,PASS,2009PASS,2.0,0.6214360000000000
2009,tt0988045,Sherlock Holmes,notalk,notalk,FAIL,2009FAIL,2.0,0.8542840000000000
2009,tt1017460,Splice,ok,ok,PASS,2009PASS,2.0,0.40772400000000000
2009,tt0796366,Star Trek,ok-disagree,ok,PASS,2009PASS,2.0,0.58918
2009,tt0473705,State of Play,ok,ok,PASS,2009PASS,2.0,0.6950760000000000
2009,tt0986263,Surrogates,notalk,notalk,FAIL,2009FAIL,2.0,0.6057760000000000
2009,tt0438488,Terminator Salvation,men-disagree,men,FAIL,2009FAIL,2.0,0.5061400000000000
2009,tt0878804,The Blind Side,men,men,FAIL,2009FAIL,2.0,0.889092
2009,tt1131729,The Boat That Rocked,nowomen-disagree,nowomen,FAIL,2009FAIL,2.0,0.8328280000000000
2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,nowomen,FAIL,2009FAIL,2.0,0.591052
2009,tt0362478,The Box,ok,ok,PASS,2009PASS,2.0,0.32388
2009,tt0896923,The City of Your Final Destination,ok-disagree,ok,PASS,2009PASS,2.0,0.6714320000000000
2009,tt1144884,The Final Destination,ok,ok,PASS,2009PASS,2.0,-0.11924
2009,tt1220198,The Fourth Kind,ok,ok,PASS,2009PASS,2.0,0.01641600000000000
2009,tt1132620,The Girl with the Dragon Tattoo,dubious-disagree,dubious,FAIL,2009FAIL,2.0,0.7566320000000000
2009,tt1103982,The Girlfriend Experience,dubious,dubious,FAIL,2009FAIL,2.0,0.163512
2009,tt1247662,The Good Guy,ok,ok,PASS,2009PASS,2.0,0.7270200000000000
2009,tt1119646,The Hangover,notalk,notalk,FAIL,2009FAIL,2.0,0.893064
2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,notalk,FAIL,2009FAIL,2.0,0.743044
2009,tt1130080,The Informant!,notalk,notalk,FAIL,2009FAIL,2.0,0.580128
2009,tt1058017,The Invention of Lying,men,men,FAIL,2009FAIL,2.0,0.6870400000000000
2009,tt0824758,The Last Station,ok,ok,PASS,2009PASS,2.0,0.8597680000000000
2009,tt0380510,The Lovely Bones,ok,ok,PASS,2009PASS,2.0,0.18590400000000000
2009,tt1234548,The Men Who Stare at Goats,nowomen,nowomen,FAIL,2009FAIL,2.0,0.647744
2009,tt0790712,The Messenger,notalk,notalk,FAIL,2009FAIL,2.0,0.020200000000000000
2009,tt0780521,The Princess and the Frog,ok,ok,PASS,2009PASS,2.0,0.944612
2009,tt1041829,The Proposal,men-disagree,men,FAIL,2009FAIL,2.0,0.8698320000000000
2009,tt0898367,The Road,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.025176000000000000
2009,tt0485601,The Secret of Kells,nowomen-disagree,nowomen,FAIL,2009FAIL,2.0,0.7912000000000000
2009,tt0821642,The Soloist,notalk,notalk,FAIL,2009FAIL,2.0,0.6584960000000000
2009,tt1111422,The Taking of Pelham 123,nowomen,nowomen,FAIL,2009FAIL,2.0,0.510824
2009,tt0452694,The Time Traveler&#39;s Wife,dubious,dubious,FAIL,2009FAIL,2.0,0.7481320000000000
2009,tt1142988,The Ugly Truth,men,men,FAIL,2009FAIL,2.0,0.5920120000000000
2009,tt1139668,The Unborn,ok,ok,PASS,2009PASS,2.0,-0.24759200000000000
2009,tt0962736,The Young Victoria,ok,ok,PASS,2009PASS,2.0,0.927536
2009,tt1055369,Transformers: Revenge of the Fallen,ok-disagree,ok,PASS,2009PASS,2.0,0.45168333333333300
2009,tt1049413,Up,notalk,notalk,FAIL,2009FAIL,2.0,0.8190080000000000
2009,tt1193138,Up in the Air,men-disagree,men,FAIL,2009FAIL,2.0,0.7746600000000000
2009,tt1068678,Veronika Decides to Die,ok,ok,PASS,2009PASS,2.0,0.27456000000000000
2009,tt0409459,Watchmen,men-disagree,men,FAIL,2009FAIL,2.0,0.5343240000000000
2009,tt1178663,Whatever Works,dubious-disagree,dubious,FAIL,2009FAIL,2.0,0.898704
2009,tt0386117,Where the Wild Things Are,notalk,notalk,FAIL,2009FAIL,2.0,0.4894360000000000
2009,tt1172233,Whip It,ok,ok,PASS,2009PASS,2.0,0.9555560000000000
2009,tt0365929,Whiteout,ok,ok,PASS,2009PASS,2.0,0.19976000000000000
2009,tt0458525,X-Men Origins: Wolverine,dubious-disagree,dubious,FAIL,2009FAIL,2.0,0.6600360000000000
2009,tt0448182,Yesterday Was a Lie,ok,ok,PASS,2009PASS,2.0,0.9194333333333330
2009,tt0403702,Youth in Revolt,notalk-disagree,notalk,FAIL,2009FAIL,2.0,0.8641840000000000
2009,tt1156398,Zombieland,ok-disagree,ok,PASS,2009PASS,2.0,0.83846
2008,tt0478087,21,ok,ok,PASS,2008PASS,2.0,0.6666280000000000
2008,tt0800308,Appaloosa,notalk,notalk,FAIL,2008FAIL,2.0,0.7882440000000000
2008,tt0455824,Australia,men,men,FAIL,2008FAIL,2.0,0.7937240000000000
2008,tt0871426,Baby Mama,ok,ok,PASS,2008PASS,2.0,0.8255280000000000
2008,tt0799934,Be Kind Rewind,notalk,notalk,FAIL,2008FAIL,2.0,0.787732
2008,tt0960731,Bedtime Stories,ok,ok,PASS,2008PASS,2.0,0.7208320000000000
2008,tt0861689,Blindness,ok,ok,PASS,2008PASS,2.0,-0.035880000000000000
2008,tt0397892,Bolt,ok-disagree,ok,PASS,2008PASS,2.0,0.9690280000000000
2008,tt0887883,Burn After Reading,notalk,notalk,FAIL,2008FAIL,2.0,0.6226400000000000
2008,tt0824747,Changeling,ok,ok,PASS,2008PASS,2.0,0.4840400000000000
2008,tt0892255,Che: Part One,notalk,notalk,FAIL,2008FAIL,2.0,0.43308800000000000
2008,tt0970411,City of Ember,ok,ok,PASS,2008PASS,2.0,0.6224640000000000
2008,tt1060277,Cloverfield,ok,ok,PASS,2008PASS,2.0,0.5010840000000000
2008,tt0489018,Day of the Dead,ok,ok,PASS,2008PASS,2.0,-0.5135000000000000
2008,tt0452608,Death Race,notalk,notalk,FAIL,2008FAIL,2.0,0.17823200000000000
